Nom_Intersection,Date,Description_Code_Banque,Amount,Longitude,Latitude
1 ere Avenue / Masson,2023-09-06,Autos,3373,-73.576559,45.545308
1 ere Avenue / Masson,2023-09-06,Bus,63,-73.576559,45.545308
1 ere Avenue / Masson,2023-09-06,Camions articules,4,-73.576559,45.545308
1 ere Avenue / Masson,2023-09-06,Camions porteurs,101,-73.576559,45.545308
1 ere Avenue / Masson,2023-09-06,Pietons,2433,-73.576559,45.545308
1 ere Avenue / Masson,2023-09-06,Velos,1561,-73.576559,45.545308
13 e Avenue / Bélanger,2024-04-10,Autos,4647,-73.592777,45.55869
13 e Avenue / Bélanger,2024-04-10,Bus,41,-73.592777,45.55869
13 e Avenue / Bélanger,2024-04-10,Camions articules,3,-73.592777,45.55869
13 e Avenue / Bélanger,2024-04-10,Camions porteurs,62,-73.592777,45.55869
13 e Avenue / Bélanger,2024-04-10,Pietons,1079,-73.592777,45.55869
13 e Avenue / Bélanger,2024-04-10,Velos,122,-73.592777,45.55869
15 e Avenue / Rosemont,2024-04-03,Autos,7681,-73.57806,45.555912
15 e Avenue / Rosemont,2024-04-03,Bus,137,-73.57806,45.555912
15 e Avenue / Rosemont,2024-04-03,Camions articules,5,-73.57806,45.555912
15 e Avenue / Rosemont,2024-04-03,Camions porteurs,114,-73.57806,45.555912
15 e Avenue / Rosemont,2024-04-03,Pietons,730,-73.57806,45.555912
15 e Avenue / Rosemont,2024-04-03,Velos,75,-73.57806,45.555912
16 e Avenue / Beaubien,2022-11-30,Autos,4515,-73.583335,45.558405
16 e Avenue / Beaubien,2022-11-30,Bus,159,-73.583335,45.558405
16 e Avenue / Beaubien,2022-11-30,Camions Lourds,58,-73.583335,45.558405
16 e Avenue / Beaubien,2022-11-30,Pietons,1896,-73.583335,45.558405
16 e Avenue / Beaubien,2022-11-30,Velos,80,-73.583335,45.558405
16 e Avenue / Bellechasse,2022-11-30,Autos,2009,-73.579595,45.557256
16 e Avenue / Bellechasse,2022-11-30,Bus,15,-73.579595,45.557256
16 e Avenue / Bellechasse,2022-11-30,Camions Lourds,13,-73.579595,45.557256
16 e Avenue / Bellechasse,2022-11-30,Pietons,665,-73.579595,45.557256
16 e Avenue / Bellechasse,2022-11-30,Velos,312,-73.579595,45.557256
16 e Avenue / Bélanger,2024-04-10,Autos,4546,-73.590987,45.560753
16 e Avenue / Bélanger,2024-04-10,Bus,46,-73.590987,45.560753
16 e Avenue / Bélanger,2024-04-10,Camions articules,3,-73.590987,45.560753
16 e Avenue / Bélanger,2024-04-10,Camions porteurs,64,-73.590987,45.560753
16 e Avenue / Bélanger,2024-04-10,Pietons,1258,-73.590987,45.560753
16 e Avenue / Bélanger,2024-04-10,Velos,166,-73.590987,45.560753
16 e Avenue / Masson,2023-09-06,Autos,2344,-73.57117,45.554611
16 e Avenue / Masson,2023-09-06,Bus,53,-73.57117,45.554611
16 e Avenue / Masson,2023-09-06,Camions articules,4,-73.57117,45.554611
16 e Avenue / Masson,2023-09-06,Camions porteurs,48,-73.57117,45.554611
16 e Avenue / Masson,2023-09-06,Pietons,1210,-73.57117,45.554611
16 e Avenue / Masson,2023-09-06,Velos,761,-73.57117,45.554611
16 e Avenue / Rosemont,2024-04-03,Autos,7672,-73.577486,45.556582
16 e Avenue / Rosemont,2024-04-03,Bus,132,-73.577486,45.556582
16 e Avenue / Rosemont,2024-04-03,Camions articules,2,-73.577486,45.556582
16 e Avenue / Rosemont,2024-04-03,Camions porteurs,129,-73.577486,45.556582
16 e Avenue / Rosemont,2024-04-03,Pietons,646,-73.577486,45.556582
16 e Avenue / Rosemont,2024-04-03,Velos,111,-73.577486,45.556582
16 e Avenue / Sherbrooke,2025-01-15,Autos,9179,-73.512753,45.646983
16 e Avenue / Sherbrooke,2025-01-15,Bus,222,-73.512753,45.646983
16 e Avenue / Sherbrooke,2025-01-15,Camions articules,32,-73.512753,45.646983
16 e Avenue / Sherbrooke,2025-01-15,Camions porteurs,152,-73.512753,45.646983
16 e Avenue / Sherbrooke,2025-01-15,Pietons,179,-73.512753,45.646983
16 e Avenue / Sherbrooke,2025-01-15,Velos,2,-73.512753,45.646983
19 e Avenue / Crémazie inter. Nord,2022-07-12,Autos,17085,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-12,Bus,44,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-12,Camions Lourds,1001,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-12,Pietons,296,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-12,Velos,30,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-13,Autos,19175,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-13,Bus,74,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-13,Camions Lourds,1401,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-13,Pietons,300,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-13,Velos,50,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-14,Autos,16370,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-14,Bus,51,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-14,Camions Lourds,861,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-14,Pietons,302,-73.602012,45.568305
19 e Avenue / Crémazie inter. Nord,2022-07-14,Velos,36,-73.602012,45.568305
2 e Avenue / Jarry,2023-10-18,Autos,8296,-73.612352,45.560674
2 e Avenue / Jarry,2023-10-18,Bus,223,-73.612352,45.560674
2 e Avenue / Jarry,2023-10-18,Camions articules,36,-73.612352,45.560674
2 e Avenue / Jarry,2023-10-18,Camions porteurs,308,-73.612352,45.560674
2 e Avenue / Jarry,2023-10-18,Pietons,870,-73.612352,45.560674
2 e Avenue / Jarry,2023-10-18,Velos,355,-73.612352,45.560674
25 e Avenue / Provost,2022-10-25,Autos,7095,-73.686484,45.441842
25 e Avenue / Provost,2022-10-25,Bus,274,-73.686484,45.441842
25 e Avenue / Provost,2022-10-25,Camions articules,21,-73.686484,45.441842
25 e Avenue / Provost,2022-10-25,Camions porteurs,214,-73.686484,45.441842
25 e Avenue / Provost,2022-10-25,Pietons,1306,-73.686484,45.441842
25 e Avenue / Provost,2022-10-25,Velos,105,-73.686484,45.441842
26 e Avenue / Notre-Dame,2024-12-12,Autos,5059,-73.489438,45.652095
26 e Avenue / Notre-Dame,2024-12-12,Bus,181,-73.489438,45.652095
26 e Avenue / Notre-Dame,2024-12-12,Camions articules,5,-73.489438,45.652095
26 e Avenue / Notre-Dame,2024-12-12,Camions porteurs,60,-73.489438,45.652095
26 e Avenue / Notre-Dame,2024-12-12,Pietons,143,-73.489438,45.652095
26 e Avenue / Notre-Dame,2024-12-12,Velos,1,-73.489438,45.652095
3 e Avenue / Masson,2023-09-06,Autos,3011,-73.575925,45.546419
3 e Avenue / Masson,2023-09-06,Bus,54,-73.575925,45.546419
3 e Avenue / Masson,2023-09-06,Camions articules,6,-73.575925,45.546419
3 e Avenue / Masson,2023-09-06,Camions porteurs,112,-73.575925,45.546419
3 e Avenue / Masson,2023-09-06,Pietons,3497,-73.575925,45.546419
3 e Avenue / Masson,2023-09-06,Velos,861,-73.575925,45.546419
32 e Avenue / Notre-Dame,2024-12-12,Autos,6057,-73.491376,45.655754
32 e Avenue / Notre-Dame,2024-12-12,Bus,198,-73.491376,45.655754
32 e Avenue / Notre-Dame,2024-12-12,Camions articules,5,-73.491376,45.655754
32 e Avenue / Notre-Dame,2024-12-12,Camions porteurs,82,-73.491376,45.655754
32 e Avenue / Notre-Dame,2024-12-12,Pietons,125,-73.491376,45.655754
32 e Avenue / Notre-Dame,2024-12-12,Velos,0,-73.491376,45.655754
5 e Avenue / Masson,2023-09-06,Autos,5916,-73.575251,45.547531
5 e Avenue / Masson,2023-09-06,Bus,120,-73.575251,45.547531
5 e Avenue / Masson,2023-09-06,Camions articules,7,-73.575251,45.547531
5 e Avenue / Masson,2023-09-06,Camions porteurs,185,-73.575251,45.547531
5 e Avenue / Masson,2023-09-06,Pietons,7856,-73.575251,45.547531
5 e Avenue / Masson,2023-09-06,Velos,1668,-73.575251,45.547531
55 e Avenue / Victoria,2023-11-15,Autos,6181,-73.719266,45.44429
55 e Avenue / Victoria,2023-11-15,Bus,218,-73.719266,45.44429
55 e Avenue / Victoria,2023-11-15,Camions articules,10,-73.719266,45.44429
55 e Avenue / Victoria,2023-11-15,Camions porteurs,59,-73.719266,45.44429
55 e Avenue / Victoria,2023-11-15,Pietons,245,-73.719266,45.44429
55 e Avenue / Victoria,2023-11-15,Velos,69,-73.719266,45.44429
5e Ave / Sherbrooke,2025-01-15,Autos,8183,-73.515179,45.64002
5e Ave / Sherbrooke,2025-01-15,Bus,226,-73.515179,45.64002
5e Ave / Sherbrooke,2025-01-15,Camions articules,254,-73.515179,45.64002
5e Ave / Sherbrooke,2025-01-15,Camions porteurs,223,-73.515179,45.64002
5e Ave / Sherbrooke,2025-01-15,Pietons,23,-73.515179,45.64002
5e Ave / Sherbrooke,2025-01-15,Velos,1,-73.515179,45.64002
6 e Avenue / Bélanger,2024-04-10,Autos,5350,-73.596382,45.554588
6 e Avenue / Bélanger,2024-04-10,Bus,55,-73.596382,45.554588
6 e Avenue / Bélanger,2024-04-10,Camions articules,3,-73.596382,45.554588
6 e Avenue / Bélanger,2024-04-10,Camions porteurs,90,-73.596382,45.554588
6 e Avenue / Bélanger,2024-04-10,Pietons,1325,-73.596382,45.554588
6 e Avenue / Bélanger,2024-04-10,Velos,171,-73.596382,45.554588
8 e Avenue / Masson,2023-09-06,Autos,2861,-73.574221,45.549194
8 e Avenue / Masson,2023-09-06,Bus,50,-73.574221,45.549194
8 e Avenue / Masson,2023-09-06,Camions articules,8,-73.574221,45.549194
8 e Avenue / Masson,2023-09-06,Camions porteurs,101,-73.574221,45.549194
8 e Avenue / Masson,2023-09-06,Pietons,3593,-73.574221,45.549194
8 e Avenue / Masson,2023-09-06,Velos,598,-73.574221,45.549194
81 e Avenue / Sherbrooke,2024-11-26,Autos,13291,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-26,Bus,490,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-26,Camions articules,165,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-26,Camions porteurs,193,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-26,Pietons,370,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-26,Velos,16,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Autos,14110,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Bus,497,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Camions articules,151,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Camions porteurs,181,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Pietons,369,-73.497723,45.690303
81 e Avenue / Sherbrooke,2024-11-27,Velos,24,-73.497723,45.690303
9 e Avenue / Jarry,2023-10-18,Autos,5537,-73.61058,45.562651
9 e Avenue / Jarry,2023-10-18,Bus,136,-73.61058,45.562651
9 e Avenue / Jarry,2023-10-18,Camions articules,24,-73.61058,45.562651
9 e Avenue / Jarry,2023-10-18,Camions porteurs,215,-73.61058,45.562651
9 e Avenue / Jarry,2023-10-18,Pietons,1285,-73.61058,45.562651
9 e Avenue / Jarry,2023-10-18,Velos,127,-73.61058,45.562651
Acadie / Charles-Gill,2024-09-26,Autos,10426,-73.68425,45.535815
Acadie / Charles-Gill,2024-09-26,Bus,221,-73.68425,45.535815
Acadie / Charles-Gill,2024-09-26,Camions articules,14,-73.68425,45.535815
Acadie / Charles-Gill,2024-09-26,Camions porteurs,149,-73.68425,45.535815
Acadie / Charles-Gill,2024-09-26,Pietons,518,-73.68425,45.535815
Acadie / Charles-Gill,2024-09-26,Velos,52,-73.68425,45.535815
Acadie / Crémazie inter. Nord,2022-07-12,Autos,37389,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-12,Bus,246,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-12,Camions Lourds,1707,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-12,Pietons,1873,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-12,Velos,102,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-13,Autos,36469,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-13,Bus,247,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-13,Camions Lourds,1733,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-13,Pietons,2004,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-13,Velos,137,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-14,Autos,38654,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-14,Bus,260,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-14,Camions Lourds,1728,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-14,Pietons,2112,-73.649786,45.531197
Acadie / Crémazie inter. Nord,2022-07-14,Velos,143,-73.649786,45.531197
Acadie / Henri-Bourassa,2024-09-26,Autos,25347,-73.680889,45.534293
Acadie / Henri-Bourassa,2024-09-26,Bus,436,-73.680889,45.534293
Acadie / Henri-Bourassa,2024-09-26,Camions articules,79,-73.680889,45.534293
Acadie / Henri-Bourassa,2024-09-26,Camions porteurs,422,-73.680889,45.534293
Acadie / Henri-Bourassa,2024-09-26,Pietons,1456,-73.680889,45.534293
Acadie / Henri-Bourassa,2024-09-26,Velos,48,-73.680889,45.534293
Acadie / Persillier,2024-09-25,Autos,21396,-73.67481,45.533953
Acadie / Persillier,2024-09-25,Bus,208,-73.67481,45.533953
Acadie / Persillier,2024-09-25,Camions articules,130,-73.67481,45.533953
Acadie / Persillier,2024-09-25,Camions porteurs,435,-73.67481,45.533953
Acadie / Persillier,2024-09-25,Pietons,177,-73.67481,45.533953
Acadie / Persillier,2024-09-25,Velos,20,-73.67481,45.533953
Acadie / Place de l'Acadie,2024-09-25,Autos,16152,-73.679019,45.533747
Acadie / Place de l'Acadie,2024-09-25,Bus,215,-73.679019,45.533747
Acadie / Place de l'Acadie,2024-09-25,Camions articules,58,-73.679019,45.533747
Acadie / Place de l'Acadie,2024-09-25,Camions porteurs,316,-73.679019,45.533747
Acadie / Place de l'Acadie,2024-09-25,Pietons,747,-73.679019,45.533747
Acadie / Place de l'Acadie,2024-09-25,Velos,22,-73.679019,45.533747
Acadie / Port-Royal,2023-02-01,Autos,16170,-73.663816,45.535443
Acadie / Port-Royal,2023-02-01,Bus,140,-73.663816,45.535443
Acadie / Port-Royal,2023-02-01,Camions Lourds,345,-73.663816,45.535443
Acadie / Port-Royal,2023-02-01,Pietons,979,-73.663816,45.535443
Acadie / Port-Royal,2023-02-01,Velos,9,-73.663816,45.535443
Acadie / Sauvé,2023-02-01,Autos,23298,-73.665602,45.535649
Acadie / Sauvé,2023-02-01,Bus,344,-73.665602,45.535649
Acadie / Sauvé,2023-02-01,Camions Lourds,573,-73.665602,45.535649
Acadie / Sauvé,2023-02-01,Pietons,1975,-73.665602,45.535649
Acadie / Sauvé,2023-02-01,Velos,25,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Autos,26007,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Bus,349,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Camions articules,116,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Camions porteurs,643,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Pietons,2219,-73.665602,45.535649
Acadie / Sauvé,2024-06-05,Velos,230,-73.665602,45.535649
Alexandre-DeSève / Maisonneuve,2023-02-14,Autos,5818,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2023-02-14,Bus,67,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2023-02-14,Camions articules,9,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2023-02-14,Camions porteurs,186,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2023-02-14,Pietons,1653,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2023-02-14,Velos,248,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2024-04-11,Autos,2612,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2024-04-11,Bus,32,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2024-04-11,Camions Lourds,79,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2024-04-11,Pietons,789,-73.5551,45.521848
Alexandre-DeSève / Maisonneuve,2024-04-11,Velos,588,-73.5551,45.521848
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Autos,2357,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Bus,46,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Camions articules,2,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Camions porteurs,92,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Pietons,2646,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2022-04-12,Velos,129,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2024-04-11,Autos,2963,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2024-04-11,Bus,19,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2024-04-11,Camions Lourds,99,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2024-04-11,Pietons,1980,-73.553656,45.521174
Alexandre-DeSève / Sainte-Catherine,2024-04-11,Velos,23,-73.553656,45.521174
Alfred / Charleroi de,2023-03-16,Autos,5053,-73.624539,45.600271
Alfred / Charleroi de,2023-03-16,Bus,52,-73.624539,45.600271
Alfred / Charleroi de,2023-03-16,Camions Lourds,75,-73.624539,45.600271
Alfred / Charleroi de,2023-03-16,Pietons,721,-73.624539,45.600271
Alfred / Charleroi de,2023-03-16,Velos,15,-73.624539,45.600271
Alfred / Henri-Bourassa,2024-06-11,Autos,14281,-73.628362,45.603859
Alfred / Henri-Bourassa,2024-06-11,Bus,374,-73.628362,45.603859
Alfred / Henri-Bourassa,2024-06-11,Camions articules,225,-73.628362,45.603859
Alfred / Henri-Bourassa,2024-06-11,Camions porteurs,450,-73.628362,45.603859
Alfred / Henri-Bourassa,2024-06-11,Pietons,757,-73.628362,45.603859
Alfred / Henri-Bourassa,2024-06-11,Velos,78,-73.628362,45.603859
Amos d' / Lacordaire,2022-11-08,Autos,20842,-73.618829,45.605621
Amos d' / Lacordaire,2022-11-08,Bus,557,-73.618829,45.605621
Amos d' / Lacordaire,2022-11-08,Camions articules,165,-73.618829,45.605621
Amos d' / Lacordaire,2022-11-08,Camions porteurs,567,-73.618829,45.605621
Amos d' / Lacordaire,2022-11-08,Pietons,2011,-73.618829,45.605621
Amos d' / Lacordaire,2022-11-08,Velos,46,-73.618829,45.605621
Amos d' / Pie-IX,2022-11-08,Autos,12115,-73.641,45.594353
Amos d' / Pie-IX,2022-11-08,Bus,131,-73.641,45.594353
Amos d' / Pie-IX,2022-11-08,Camions articules,110,-73.641,45.594353
Amos d' / Pie-IX,2022-11-08,Camions porteurs,558,-73.641,45.594353
Amos d' / Pie-IX,2022-11-08,Velos,1,-73.641,45.594353
Angrignon / Trinitaires des / Newman,2022-11-10,Autos,12098,-73.609691,45.447743
Angrignon / Trinitaires des / Newman,2022-11-10,Bus,539,-73.609691,45.447743
Angrignon / Trinitaires des / Newman,2022-11-10,Camions Lourds,176,-73.609691,45.447743
Angrignon / Trinitaires des / Newman,2022-11-10,Pietons,1035,-73.609691,45.447743
Angrignon / Trinitaires des / Newman,2022-11-10,Velos,34,-73.609691,45.447743
Angrignon / Voie de service A20 Ouest,2022-05-18,Autos,20786,-73.626762,45.453204
Angrignon / Voie de service A20 Ouest,2022-05-18,Bus,229,-73.626762,45.453204
Angrignon / Voie de service A20 Ouest,2022-05-18,Camions Lourds,1598,-73.626762,45.453204
Angrignon / Voie de service A20 Ouest,2022-05-18,Pietons,0,-73.626762,45.453204
Angrignon / Voie de service A20 Ouest,2022-05-18,Velos,0,-73.626762,45.453204
Angrignon / bretelle Notre-Dame dir Sud,2022-08-23,Autos,31815,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-23,Bus,161,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-23,Camions Lourds,2027,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-23,Pietons,2,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-23,Velos,0,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-24,Autos,33448,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-24,Bus,175,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-24,Camions Lourds,2415,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-24,Pietons,5,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-24,Velos,3,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-25,Autos,34777,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-25,Bus,170,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-25,Camions Lourds,2387,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-25,Pietons,6,-73.625963,45.452413
Angrignon / bretelle Notre-Dame dir Sud,2022-08-25,Velos,4,-73.625963,45.452413
Angrignon/ Voie de service A20 Est,2022-05-18,Autos,28149,-73.626374,45.452772
Angrignon/ Voie de service A20 Est,2022-05-18,Bus,234,-73.626374,45.452772
Angrignon/ Voie de service A20 Est,2022-05-18,Camions Lourds,2109,-73.626374,45.452772
Angrignon/ Voie de service A20 Est,2022-05-18,Pietons,0,-73.626374,45.452772
Angrignon/ Voie de service A20 Est,2022-05-18,Velos,0,-73.626374,45.452772
Antoine-Faucon / Saint-Charles,2023-11-23,Autos,22462,-73.866374,45.46034
Antoine-Faucon / Saint-Charles,2023-11-23,Bus,183,-73.866374,45.46034
Antoine-Faucon / Saint-Charles,2023-11-23,Camions articules,53,-73.866374,45.46034
Antoine-Faucon / Saint-Charles,2023-11-23,Camions porteurs,304,-73.866374,45.46034
Antoine-Faucon / Saint-Charles,2023-11-23,Pietons,101,-73.866374,45.46034
Antoine-Faucon / Saint-Charles,2023-11-23,Velos,8,-73.866374,45.46034
Archevêque l' / Charleroi de,2023-11-01,Autos,4673,-73.630262,45.597275
Archevêque l' / Charleroi de,2023-11-01,Bus,85,-73.630262,45.597275
Archevêque l' / Charleroi de,2023-11-01,Camions articules,7,-73.630262,45.597275
Archevêque l' / Charleroi de,2023-11-01,Camions porteurs,83,-73.630262,45.597275
Archevêque l' / Charleroi de,2023-11-01,Pietons,722,-73.630262,45.597275
Archevêque l' / Charleroi de,2023-11-01,Velos,14,-73.630262,45.597275
Archevêque l' / Gouin,2022-06-21,Autos,2990,-73.638877,45.605468
Archevêque l' / Gouin,2022-06-21,Bus,15,-73.638877,45.605468
Archevêque l' / Gouin,2022-06-21,Camions articules,3,-73.638877,45.605468
Archevêque l' / Gouin,2022-06-21,Camions porteurs,51,-73.638877,45.605468
Archevêque l' / Gouin,2022-06-21,Pietons,199,-73.638877,45.605468
Archevêque l' / Gouin,2022-06-21,Velos,128,-73.638877,45.605468
Archevêque l' / Henri-Bourassa,2024-06-18,Autos,12636,-73.634929,45.601632
Archevêque l' / Henri-Bourassa,2024-06-18,Bus,322,-73.634929,45.601632
Archevêque l' / Henri-Bourassa,2024-06-18,Camions articules,190,-73.634929,45.601632
Archevêque l' / Henri-Bourassa,2024-06-18,Camions porteurs,404,-73.634929,45.601632
Archevêque l' / Henri-Bourassa,2024-06-18,Pietons,471,-73.634929,45.601632
Archevêque l' / Henri-Bourassa,2024-06-18,Velos,50,-73.634929,45.601632
Archevêque l' / Léger,2024-05-29,Autos,8543,-73.636801,45.603525
Archevêque l' / Léger,2024-05-29,Bus,276,-73.636801,45.603525
Archevêque l' / Léger,2024-05-29,Camions articules,14,-73.636801,45.603525
Archevêque l' / Léger,2024-05-29,Camions porteurs,141,-73.636801,45.603525
Archevêque l' / Léger,2024-05-29,Pietons,331,-73.636801,45.603525
Archevêque l' / Léger,2024-05-29,Velos,32,-73.636801,45.603525
Archevêque l' / Léger int Ouest,2024-05-29,Autos,8423,-73.636937,45.603416
Archevêque l' / Léger int Ouest,2024-05-29,Bus,254,-73.636937,45.603416
Archevêque l' / Léger int Ouest,2024-05-29,Camions articules,14,-73.636937,45.603416
Archevêque l' / Léger int Ouest,2024-05-29,Camions porteurs,137,-73.636937,45.603416
Archevêque l' / Léger int Ouest,2024-05-29,Pietons,270,-73.636937,45.603416
Archevêque l' / Léger int Ouest,2024-05-29,Velos,21,-73.636937,45.603416
Argenson / Centre,2023-01-24,Autos,3749,-73.571547,45.477125
Argenson / Centre,2023-01-24,Bus,125,-73.571547,45.477125
Argenson / Centre,2023-01-24,Camions Lourds,167,-73.571547,45.477125
Argenson / Centre,2023-01-24,Pietons,637,-73.571547,45.477125
Argenson / Centre,2023-01-24,Velos,5,-73.571547,45.477125
Armand-Bombardier / Henri-Bourassa Est/Ray-Lawson,2023-03-16,Autos,36502,-73.581505,45.62527
Armand-Bombardier / Henri-Bourassa Est/Ray-Lawson,2023-03-16,Bus,1100,-73.581505,45.62527
Armand-Bombardier / Henri-Bourassa Est/Ray-Lawson,2023-03-16,Camions Lourds,2216,-73.581505,45.62527
Armand-Bombardier / Henri-Bourassa Est/Ray-Lawson,2023-03-16,Pietons,374,-73.581505,45.62527
Armand-Bombardier / Henri-Bourassa Est/Ray-Lawson,2023-03-16,Velos,21,-73.581505,45.62527
Atateken / Maisonneuve,2023-11-23,Autos,4312,-73.558543,45.518128
Atateken / Maisonneuve,2023-11-23,Bus,43,-73.558543,45.518128
Atateken / Maisonneuve,2023-11-23,Camions Lourds,123,-73.558543,45.518128
Atateken / Maisonneuve,2023-11-23,Pietons,2769,-73.558543,45.518128
Atateken / Maisonneuve,2023-11-23,Velos,619,-73.558543,45.518128
Atateken / Maisonneuve,2024-01-18,Autos,5282,-73.558543,45.518128
Atateken / Maisonneuve,2024-01-18,Bus,57,-73.558543,45.518128
Atateken / Maisonneuve,2024-01-18,Camions Lourds,157,-73.558543,45.518128
Atateken / Maisonneuve,2024-01-18,Pietons,3454,-73.558543,45.518128
Atateken / Maisonneuve,2024-01-18,Velos,202,-73.558543,45.518128
Atateken / René-Lévesque,2023-11-23,Autos,8370,-73.554824,45.516439
Atateken / René-Lévesque,2023-11-23,Bus,123,-73.554824,45.516439
Atateken / René-Lévesque,2023-11-23,Camions Lourds,256,-73.554824,45.516439
Atateken / René-Lévesque,2023-11-23,Pietons,1227,-73.554824,45.516439
Atateken / René-Lévesque,2023-11-23,Velos,304,-73.554824,45.516439
Atateken / René-Lévesque,2024-01-16,Autos,11487,-73.554824,45.516439
Atateken / René-Lévesque,2024-01-16,Bus,171,-73.554824,45.516439
Atateken / René-Lévesque,2024-01-16,Camions Lourds,392,-73.554824,45.516439
Atateken / René-Lévesque,2024-01-16,Pietons,1829,-73.554824,45.516439
Atateken / René-Lévesque,2024-01-16,Velos,61,-73.554824,45.516439
Atateken / Sainte-Catherine,2022-04-12,Autos,9050,-73.557071,45.517457
Atateken / Sainte-Catherine,2022-04-12,Bus,123,-73.557071,45.517457
